nodes_ratio,f1,precision,recall
0.0029342723004694834,0.3702,0.4586864406779661,0.3103942652329749
0.005868544600938967,0.4454,0.5150943396226415,0.3922413793103448
0.008802816901408451,0.5321,0.570957095709571,0.49820014398848095
0.011737089201877934,0.5699,0.5774647887323944,0.5624548736462094
0.014671361502347418,0.587,0.568135593220339,0.6072463768115942
0.017605633802816902,0.6479,0.5556711758584808,0.7767272727272727
0.020539906103286387,0.6545,0.5430909966297545,0.8233576642335766
0.023474178403755867,0.6556,0.5441389290882779,0.8245614035087719
0.02640845070422535,0.6538,0.5043824701195219,0.9288334556126192
0.029342723004694836,0.6736,0.5469107551487414,0.8767424798239178
0.03227699530516432,0.6818,0.5683488486036257,0.8516886930983847
0.035211267605633804,0.6949,0.6031402273957769,0.8197203826342899
0.03814553990610329,0.6643,0.5827777777777777,0.772459499263623
0.04107981220657277,0.6908,0.6138841078600115,0.7896678966789668
0.04401408450704225,0.673,0.54911131898971,0.8689859363434493
0.046948356807511735,0.6974,0.6235362997658079,0.7912332838038633
0.04988262910798122,0.6996,0.6298507462686567,0.7867263236390754
0.0528169014084507,0.7092,0.601249349297241,0.8645209580838323
0.05575117370892019,0.7094,0.6138233680746022,0.8400900900900901
0.05868544600938967,0.7063,0.5934459805427548,0.872084273890143
0.061619718309859156,0.7182,0.6268992684299382,0.840754716981132
0.06455399061032864,0.721,0.6591478696741855,0.7957639939485628
0.06748826291079812,0.7182,0.626764539808018,0.8409090909090909
0.07042253521126761,0.7259,0.6412790697674419,0.8362395754359363
0.0733568075117371,0.717,0.6085805084745762,0.8724373576309795
0.07629107981220658,0.722,0.6077922077922078,0.8890577507598785
0.07922535211267606,0.7305,0.6307352128247651,0.867680608365019
0.08215962441314555,0.7204,0.6180327868852459,0.8633587786259542
0.08509389671361503,0.7261,0.6199242014076881,0.8760520275439939
0.0880281690140845,0.7312,0.6394948335246843,0.8536398467432951
0.09096244131455399,0.7279,0.6369942196531792,0.8489984591679507
0.09389671361502347,0.7288,0.6237623762376238,0.8763523956723338
0.09683098591549295,0.7181,0.5940192600101368,0.9078233927188226
0.09976525821596244,0.7339,0.6415313225058005,0.8573643410852713
0.10269953051643192,0.7362,0.6362606232294618,0.8732503888024883
0.1056338028169014,0.7361,0.6281628162816282,0.888715953307393
0.10856807511737089,0.7369,0.6372437357630979,0.8735362997658079
0.11150234741784038,0.7372,0.6357954545454545,0.8769592476489029
0.11443661971830986,0.7412,0.6407322654462243,0.8791208791208791
0.11737089201877934,0.747,0.656547619047619,0.8664571877454831
0.12030516431924883,0.7483,0.6679012345679012,0.85062893081761
0.12323943661971831,0.7383,0.6401625072547882,0.8719367588932806
0.12617370892018778,0.7414,0.6481042654028436,0.8661916072842438
0.12910798122065728,0.7518,0.6608643457382953,0.8717339667458432
0.13204225352112675,0.7443,0.6546112115732369,0.8625893566322478
0.13497652582159625,0.7356,0.6105263157894737,0.9250398724082934
0.13791079812206572,0.7406,0.638840579710145,0.8808952837729817
0.14084507042253522,0.7437,0.6309324399776661,0.905448717948718
0.1437793427230047,0.7438,0.6450853443201884,0.8782051282051282
0.1467136150234742,0.7435,0.6384083044982699,0.889871382636656
0.14964788732394366,0.7467,0.6467808623744832,0.8830645161290323
0.15258215962441316,0.7466,0.6383467278989667,0.898949070331447
0.15551643192488263,0.7479,0.6541490006056935,0.8730800323362975
0.15845070422535212,0.7447,0.6328611898016997,0.9044534412955466
0.1613849765258216,0.7522,0.6559854897218863,0.8813972380178716
0.1643192488262911,0.7471,0.6322617033276932,0.9128664495114006
0.16725352112676056,0.7539,0.6499409681227863,0.8973105134474327
0.17018779342723006,0.7597,0.6762452107279694,0.8666121112929623
0.17312206572769953,0.7551,0.647887323943662,0.9049180327868852
0.176056338028169,0.7536,0.6400688863375431,0.9161873459326212
0.1789906103286385,0.756,0.6440579710144928,0.9151565074135091
0.18192488262910797,0.7572,0.6512180629827689,0.9042904290429042
0.18485915492957747,0.7627,0.6658446362515413,0.8925619834710744
0.18779342723004694,0.7651,0.6687306501547987,0.8940397350993378
0.19072769953051644,0.7643,0.6731984829329962,0.8838174273858921
